index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,-0.267419,-1.59581,1.23765,-1.02899,-0.685135,-2.05176,-0,-0,0,-0,0,0,0,0,0,0,0,0
1,0.1,-0.268927,-1.5981,1.24265,-1.03112,-0.684045,-2.05041,-0.0301597,-0.0457078,0.1,-0.0426002,0.0217971,0.0271029,-0.301597,-0.457078,1,-0.426002,0.217971,0.271029
2,0.2,-0.273462,-1.60495,1.25765,-1.03751,-0.68077,-2.04633,-0.0607556,-0.0914685,0.199998,-0.0848552,0.0438252,0.0548556,-0.312823,-0.45845,0.999981,-0.417132,0.223919,0.287752
3,0.3,-0.281127,-1.61639,1.28265,-1.04806,-0.675255,-2.03937,-0.0928251,-0.137417,0.299994,-0.125913,0.0666228,0.0848474,-0.32981,-0.460717,0.999997,-0.402927,0.232646,0.314118
4,0.4,-0.292093,-1.63245,1.31765,-1.06263,-0.667413,-2.02925,-0.126892,-0.183654,0.399989,-0.165179,0.0904083,0.118093,-0.352973,-0.464341,0.999969,-0.380851,0.243679,0.353535
5,0.5,-0.306593,-1.65314,1.36265,-1.081,-0.657133,-2.01559,-0.163593,-0.230338,0.499981,-0.20177,0.115397,0.15603,-0.382422,-0.469644,0.999927,-0.349341,0.256663,0.407967
6,0.6,-0.324917,-1.67854,1.41765,-1.10285,-0.644291,-1.99783,-0.203486,-0.277692,0.599971,-0.234477,0.141657,0.200446,-0.417309,-0.477762,0.999942,-0.30306,0.269466,0.483477
7,0.7,-0.34658,-1.70761,1.48028,-1.12683,-0.629333,-1.97606,-0.21247,-0.280712,0.602779,-0.225643,0.145496,0.21784,0.27585,0.447601,-1.00013,0.477815,-0.213416,-0.194073
8,0.8,-0.366383,-1.73343,1.53556,-1.14707,-0.615879,-1.95537,-0.183,-0.235627,0.502786,-0.179856,0.123322,0.19497,0.311811,0.454189,-1.00013,0.438813,-0.228989,-0.261511
9,0.9,-0.383072,-1.75472,1.58084,-1.16293,-0.604712,-1.93729,-0.150303,-0.18988,0.40279,-0.137922,0.0998466,0.165625,0.340564,0.460798,-1.00012,0.400884,-0.23963,-0.32346
10,1,-0.396361,-1.77139,1.61612,-1.17478,-0.595936,-1.92244,-0.115111,-0.14347,0.30279,-0.0996976,0.0755533,0.130419,0.362059,0.467259,-1.0001,0.36506,-0.245725,-0.378305
11,1.1,-0.406034,-1.78339,1.6414,-1.18298,-0.589616,-1.91137,-0.0780947,-0.0964695,0.202789,-0.0647167,0.0507925,0.0903296,0.377159,0.472503,-1.00008,0.336467,-0.249182,-0.420665
12,1.2,-0.41194,-1.79067,1.65667,-1.18781,-0.585786,-1.90449,-0.0398386,-0.0490004,0.102785,-0.0322468,0.0257865,0.04658,0.387592,0.476727,-1,0.31373,-0.250878,-0.453179
13,1.3,-0.413986,-1.79318,1.66195,-1.18946,-0.584462,-1.9021,-0.00107943,-0.00132767,0.00278496,-0.000873726,0.000698684,0.00126208,0.387592,0.476727,-1,0.31373,-0.250878,-0.453179
14,1.30278,-0.413987,-1.79318,1.66196,-1.18946,-0.584461,-1.9021,-2.03003e-17,-2.49689e-17,5.23755e-17,-1.64318e-17,1.31399e-17,2.37355e-17,0.387592,0.476727,-1,0.31373,-0.250878,-0.453179
