index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,-0.158005,-1.75329,0.882382,-0.153555,-0.825125,-1.18528,-0,-0,0,-0,0,0,0,0,0,0,0,0
1,0.1,-0.160178,-1.76005,0.894882,-0.156237,-0.824511,-1.18094,-0.0435729,-0.135267,0.249999,-0.0534101,0.0122741,0.0870185,-0.448862,-1.36327,2.49987,-0.500906,0.122078,0.903886
2,0.2,-0.165957,-1.77773,0.927392,-0.162898,-0.822921,-1.16934,-0.050134,-0.151255,0.276635,-0.0542218,0.013462,0.101251,0.436501,1.35319,-2.50026,0.532771,-0.122977,-0.871712
3,0.3,-0.16872,-1.78603,0.942555,-0.165831,-0.822184,-1.16375,-0.00485759,-0.0145859,0.0266282,-0.00513747,0.00129332,0.0098293,0.456056,1.3694,-2.5,0.482333,-0.121424,-0.922828
4,0.310651,-0.168746,-1.78611,0.942697,-0.165859,-0.822177,-1.1637,1.01107e-17,3.03595e-17,-5.54245e-17,1.06932e-17,-2.69194e-18,-2.04589e-17,0.456056,1.3694,-2.5,0.482333,-0.121424,-0.922828
