index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,-2.94769,1.6839,-1.23434,0.50467,2.2711,-1.4544,-0,0,-0,0,0,0,0,0,0,0,0,0
1,0.1,-2.94863,1.6866,-1.23934,0.50524,2.27144,-1.45192,-0.0187831,0.0538368,-0.1,0.0113978,0.00676166,0.0496132,-0.187831,0.538368,-1,0.113978,0.0676166,0.496132
2,0.2,-2.95145,1.69468,-1.25434,0.506922,2.27245,-1.44444,-0.0377769,0.107995,-0.199996,0.0217041,0.0133021,0.100421,-0.193091,0.546408,-0.999992,0.0868151,0.0621147,0.525906
3,0.3,-2.95621,1.70823,-1.27934,0.509465,2.27408,-1.4317,-0.0574335,0.163213,-0.299987,0.0284543,0.0190798,0.155121,-0.200601,0.558953,-0.999912,0.0450746,0.0527085,0.571563
4,0.4,-2.96297,1.72737,-1.31434,0.512443,2.27622,-1.41323,-0.0779298,0.220011,-0.399972,0.0300722,0.0235544,0.215432,-0.20999,0.578253,-0.99991,-0.0165394,0.0358337,0.638924
5,0.5,-2.97124,1.75066,-1.35638,0.515093,2.27856,-1.39003,-0.077693,0.218198,-0.391229,0.0198392,0.0204249,0.221196,0.185955,-0.528482,1.00017,-0.142601,-0.0798527,-0.464995
6,0.6,-2.97806,1.7698,-1.3905,0.516472,2.28024,-1.37035,-0.0586358,0.164357,-0.291224,0.00874653,0.0133419,0.171241,0.194609,-0.547479,1.00014,-0.082562,-0.0624988,-0.530633
7,0.7,-2.98294,1.78347,-1.41462,0.517017,2.28128,-1.35597,-0.0388338,0.10885,-0.191211,0.00288517,0.00779052,0.115561,0.200549,-0.561656,1.0001,-0.0382875,-0.0489053,-0.579023
8,0.8,-2.98582,1.79153,-1.42874,0.517173,2.28184,-1.34738,-0.0185861,0.0521082,-0.0912025,0.00080181,0.00351387,0.0557482,0.203789,-0.571346,1,-0.00879153,-0.0385282,-0.611257
9,0.891202,-2.98666,1.79391,-1.4329,0.517209,2.282,-1.34483,-5.72333e-18,1.6046e-17,-2.80845e-17,2.46906e-19,1.08205e-18,1.71669e-17,0.203789,-0.571346,1,-0.00879153,-0.0385282,-0.611257
