index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,-0.223597,-0.832241,-0.67078,0.178354,-0.703617,-1.97545,-0,0,-0,0,0,0,0,0,0,0,0,0
1,0.1,-0.224345,-0.830243,-0.67578,0.181902,-0.703006,-1.97441,-0.0149694,0.0399628,-0.1,0.0709414,0.0122157,0.0206436,-0.149694,0.399628,-1,0.709414,0.122157,0.206436
2,0.2,-0.226591,-0.824248,-0.69078,0.192543,-0.701174,-1.97132,-0.0300025,0.0798906,-0.199999,0.141979,0.024478,0.0414001,-0.158391,0.394887,-0.99996,0.722626,0.128517,0.221827
3,0.3,-0.230407,-0.814298,-0.715779,0.210391,-0.698065,-1.96603,-0.046594,0.118969,-0.299992,0.215385,0.03788,0.0649144,-0.174461,0.386151,-0.999937,0.747063,0.14027,0.250264
4,0.4,-0.235969,-0.800489,-0.750778,0.235716,-0.693555,-1.95822,-0.0650238,0.156971,-0.399982,0.291765,0.0525937,0.0918345,-0.196386,0.37291,-0.999946,0.78354,0.155735,0.291717
5,0.5,-0.24349,-0.782955,-0.795776,0.268883,-0.687493,-1.9475,-0.0858609,0.193398,-0.499966,0.372428,0.0689542,0.123545,-0.223166,0.353463,-0.999962,0.835828,0.173218,0.348934
6,0.6,-0.253244,-0.761886,-0.850771,0.310405,-0.679698,-1.93329,-0.109724,0.227573,-0.599946,0.45912,0.0872677,0.161827,-0.255382,0.326682,-0.9998,0.906618,0.192797,0.424527
7,0.7,-0.265555,-0.737547,-0.915764,0.360988,-0.66997,-1.91484,-0.137108,0.258603,-0.699915,0.554091,0.107622,0.208824,-0.293283,0.289616,-0.997619,1.00018,0.213753,0.523051
8,0.8,-0.280745,-0.710399,-0.990501,0.421389,-0.658148,-1.89123,-0.166808,0.282637,-0.79227,0.653921,0.128662,0.264597,-0.300008,0.185359,-0.843266,1.00003,0.205012,0.597954
9,0.9,-0.298923,-0.681389,-1.07368,0.491776,-0.644286,-1.86166,-0.196679,0.295578,-0.868303,0.753838,0.148206,0.328097,-0.297867,0.0700144,-0.673317,1.00013,0.18556,0.675649
10,1,-0.320037,-0.651697,-1.16355,0.572156,-0.628614,-1.82535,-0.225275,0.296091,-0.926103,0.85378,0.164577,0.399387,-0.271879,-0.0656653,-0.474905,1.00022,0.138404,0.753702
11,1.1,-0.343883,-0.622626,-1.25823,0.662534,-0.611539,-1.78153,-0.251055,0.283037,-0.964092,0.953782,0.17596,0.478363,-0.241159,-0.199356,-0.27933,1.00003,0.0857858,0.827088
12,1.2,-0.369729,-0.595904,-1.35435,0.761466,-0.593896,-1.73023,-0.258695,0.243815,-0.932899,1,0.171584,0.535004,0.0650399,-0.527227,0.774478,6.02631e-05,-0.150901,0.321461
13,1.3,-0.395239,-0.5741,-1.44386,0.861466,-0.577524,-1.67518,-0.251095,0.192721,-0.857947,1,0.155419,0.565384,0.0878158,-0.497847,0.728998,0.000181843,-0.174427,0.288009
14,1.4,-0.419881,-0.557262,-1.52609,0.961466,-0.562886,-1.61725,-0.241459,0.144557,-0.787533,1,0.137021,0.592594,0.102666,-0.466424,0.680697,0.000149174,-0.191288,0.258486
15,1.5,-0.443491,-0.545081,-1.60153,1.06147,-0.550172,-1.55675,-0.230597,0.09962,-0.722085,1,0.117058,0.617036,0.113603,-0.432355,0.628152,0.000122435,-0.207858,0.231715
16,1.6,-0.46598,-0.537225,-1.67068,1.16147,-0.539512,-1.49392,-0.219134,0.0580667,-0.66181,1,0.0959766,0.639191,0.116272,-0.397815,0.575645,0.00015063,-0.216221,0.211678
