index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,-0.260474,-1.58758,1.23253,-1.01854,-0.69654,-2.03008,-0,-0,0,-0,0,0,0,0,0,0,0,0
1,0.1,-0.264265,-1.59332,1.24503,-1.02391,-0.693752,-2.02689,-0.0759175,-0.114767,0.249996,-0.107431,0.0558031,0.0640083,-0.773612,-1.14972,2.49996,-1.06387,0.566102,0.659734
2,0.2,-0.275816,-1.61056,1.28253,-1.03991,-0.685291,-2.01706,-0.156183,-0.230165,0.499982,-0.211645,0.114014,0.134025,-0.839096,-1.15958,2.49998,-1.01437,0.601972,0.751692
3,0.3,-0.295785,-1.6394,1.34503,-1.066,-0.670802,-1.99965,-0.244973,-0.347028,0.749956,-0.308665,0.176652,0.216959,-0.943806,-1.18044,2.49975,-0.914442,0.652765,0.9249
4,0.4,-0.325228,-1.68006,1.43252,-1.1012,-0.649771,-1.97292,-0.346251,-0.466735,0.999916,-0.392329,0.244938,0.322301,-1.088,-1.21797,2.49975,-0.74102,0.712682,1.20662
5,0.5,-0.365562,-1.73292,1.54501,-1.14367,-0.621637,-1.93398,-0.463281,-0.591753,1.24985,-0.451891,0.318447,0.464369,-1.25648,-1.29249,2.49933,-0.408183,0.750319,1.68391
6,0.6,-0.418485,-1.79875,1.68249,-1.19007,-0.586018,-1.878,-0.598255,-0.727244,1.49974,-0.465513,0.393672,0.668451,-1.44352,-1.43799,2.49906,0.217505,0.737171,2.48346
7,0.7,-0.485367,-1.87857,1.8439,-1.23348,-0.543432,-1.79725,-0.706936,-0.833152,1.6467,-0.363765,0.433903,0.924035,0.588744,0.808355,-2.49969,2.4308,-0.733648,0.883788
8,0.8,-0.552688,-1.95791,1.99608,-1.25777,-0.503957,-1.70094,-0.635535,-0.754147,1.39688,-0.122981,0.353439,0.996677,0.822597,0.782684,-2.50007,2.34323,-0.857004,0.535855
9,0.9,-0.611794,-2.02935,2.12336,-1.2587,-0.47313,-1.59903,-0.545496,-0.671818,1.16854,0.106163,0.250567,1.08435,-1.20823,-1.87455,2.18453,2.44346,0.0947265,4.35071
10,1,-0.66982,-2.10361,2.24545,-1.23344,-0.449463,-1.47137,-0.578266,-0.775152,1.19531,0.407701,0.201526,1.40927,0.516762,-0.166925,-1.48523,3.12546,-0.973528,1.80352
11,1.1,-0.724641,-2.18184,2.35692,-1.17706,-0.434592,-1.32218,-0.516044,-0.790523,1.03222,0.719917,0.0923227,1.57155,0.652208,-0.231305,-1.61101,3.12567,-1.19969,1.61754
12,1.2,-0.772907,-2.26227,2.45224,-1.08945,-0.43182,-1.15669,-0.448802,-0.821122,0.87733,1.03233,-0.0426814,1.74372,0.711059,-0.364958,-1.4959,3.12592,-1.54929,1.86731
13,1.3,-0.813692,-2.34557,2.53233,-0.972065,-0.444755,-0.973702,-0.348936,-0.80992,0.699357,1.2566,-0.218836,1.84666,1.54184,1.32289,-2.50361,0.0419473,-1.71291,-1.42754
14,1.4,-0.840691,-2.41825,2.59011,-0.850938,-0.474184,-0.799996,-0.192936,-0.634727,0.466817,1.13156,-0.360671,1.6075,1.45572,1.87787,-1.93624,-2.00988,-1.17895,-2.69001
15,1.5,-0.853195,-2.47235,2.62821,-0.74915,-0.515205,-0.653128,-0.0620724,-0.447368,0.304123,0.892083,-0.448757,1.32275,1.1588,1.87965,-1.39889,-2.74832,-0.516873,-3.12232
16,1.6,-0.854471,-2.50777,2.65205,-0.674686,-0.56046,-0.538398,0.0266358,-0.263628,0.176966,0.590441,-0.43303,0.953943,0.565054,1.71644,-1.13402,-3.13073,0.863076,-4.15827
17,1.7,-0.850343,-2.5262,2.6645,-0.631269,-0.596698,-0.465436,0.0425376,-0.111235,0.0760234,0.278664,-0.265019,0.489414,-0.224353,1.31095,-0.881243,-3.02668,2.39942,-5.00022
18,1.79788,-0.848025,-2.53144,2.66811,-0.617833,-0.610013,-0.441484,-4.0393e-17,8.45966e-17,-5.82552e-17,-2.19381e-16,2.22529e-16,-3.94481e-16,-0.511977,1.07225,-0.738378,-2.78063,2.82053,-5
