index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,-0.262589,-1.58474,1.2212,-1.0217,-0.692852,-2.05828,-0,-0,0,-0,0,0,0,0,0,0,0,0
1,0.1,-0.264085,-1.58704,1.2262,-1.02385,-0.69175,-2.05695,-0.0299208,-0.0458751,0.1,-0.0430498,0.0220454,0.0266474,-0.299208,-0.458751,1,-0.430498,0.220454,0.266474
2,0.2,-0.268584,-1.59392,1.2412,-1.0303,-0.688437,-2.05294,-0.0602734,-0.091806,0.199998,-0.0857676,0.0443283,0.0539296,-0.310439,-0.460219,0.999994,-0.42189,0.22663,0.282977
3,0.3,-0.276188,-1.6054,1.2662,-1.04097,-0.682858,-2.04609,-0.0920986,-0.137936,0.299994,-0.127323,0.0674099,0.0834189,-0.327335,-0.462606,0.999993,-0.408147,0.235652,0.308863
4,0.4,-0.28707,-1.62152,1.3012,-1.05571,-0.674921,-2.03615,-0.125916,-0.184371,0.399988,-0.167145,0.0915183,0.116109,-0.350474,-0.466435,0.999986,-0.386696,0.247158,0.347736
5,0.5,-0.301459,-1.64229,1.3462,-1.07431,-0.664512,-2.02272,-0.162356,-0.231273,0.499981,-0.204372,0.116881,0.15341,-0.379845,-0.472002,0.999972,-0.35607,0.260738,0.401373
6,0.6,-0.319647,-1.66779,1.4012,-1.09646,-0.6515,-2.00526,-0.201972,-0.278871,0.599971,-0.237836,0.143582,0.197071,-0.414335,-0.480358,0.999929,-0.311223,0.274148,0.475322
7,0.7,-0.34178,-1.69784,1.46564,-1.12148,-0.635891,-1.98322,-0.228613,-0.30536,0.652684,-0.247991,0.159913,0.232403,0.260987,0.445872,-1.00011,0.497952,-0.210442,-0.163093
8,0.8,-0.363264,-1.72613,1.5259,-1.14386,-0.620986,-1.96092,-0.200439,-0.260402,0.55265,-0.200187,0.137874,0.212476,0.30005,0.453168,-1.00012,0.457744,-0.228478,-0.234195
9,0.9,-0.381747,-1.74989,1.57616,-1.16165,-0.608369,-1.94095,-0.168716,-0.214725,0.452621,-0.156335,0.114281,0.185722,0.331824,0.460618,-1.00012,0.417563,-0.241146,-0.301009
10,1,-0.396914,-1.76905,1.61643,-1.17526,-0.598163,-1.92399,-0.134209,-0.168314,0.352624,-0.116484,0.0896972,0.152571,0.356534,0.467805,-1.00011,0.379505,-0.249282,-0.36089
11,1.1,-0.40852,-1.78353,1.64669,-1.18507,-0.590448,-1.91062,-0.097609,-0.121192,0.252623,-0.0803308,0.0645369,0.113812,0.374286,0.474409,-1.00009,0.345298,-0.253502,-0.411609
12,1.2,-0.416387,-1.79327,1.66695,-1.19143,-0.585266,-1.90137,-0.0595517,-0.0734828,0.15262,-0.0471855,0.0390765,0.0706675,0.385819,0.479446,-1.00006,0.319582,-0.255445,-0.448385
13,1.3,-0.420398,-1.79821,1.67721,-1.19459,-0.582638,-1.8966,-0.0205712,-0.025353,0.0526184,-0.016174,0.0134778,0.0244964,0.390951,0.481828,-1,0.307382,-0.256142,-0.465549
14,1.35262,-0.420939,-1.79888,1.6786,-1.19501,-0.582283,-1.89595,-2.31839e-17,-2.85731e-17,5.93014e-17,-1.82282e-17,1.51896e-17,2.76077e-17,0.390951,0.481828,-1,0.307382,-0.256142,-0.465549
