index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,-0.157719,-0.960878,-0.899767,0.841143,-0.825038,-1.17691,-0,0,-0,0,0,0,0,0,0,0,0,0
1,0.1,-0.159941,-0.956749,-0.912267,0.852638,-0.824431,-1.17248,-0.0445469,0.082451,-0.249994,0.230212,0.0121367,0.0888993,-0.458772,0.80966,-2.49989,2.33976,0.120408,0.923305
2,0.2,-0.166774,-0.944552,-0.949764,0.887598,-0.822622,-1.15875,-0.093106,0.160334,-0.499938,0.471886,0.023919,0.188253,-0.519131,0.738266,-2.4993,2.51713,0.112593,1.08462
3,0.3,-0.178837,-0.925023,-1.01225,0.947851,-0.819697,-1.13407,-0.149887,0.227985,-0.749837,0.738668,0.0341513,0.310364,-0.624457,0.60038,-2.49939,2.8518,0.0859895,1.38693
4,0.4,-0.19716,-0.899593,-1.09964,1.03669,-0.815954,-1.09541,-0.218212,0.275452,-0.993749,1.04304,0.0392271,0.469188,-0.718489,0.286706,-2.2303,3.12528,-0.00225996,1.76033
5,0.5,-0.222595,-0.871417,-1.20909,1.15661,-0.812329,-1.03919,-0.290572,0.279549,-1.18394,1.3554,0.0299682,0.660731,-0.721155,-0.227838,-1.54939,3.12521,-0.207369,2.08781
6,0.6,-0.255204,-0.845534,-1.33402,1.30778,-0.810859,-0.962065,-0.360703,0.228299,-1.30218,1.66792,-0.00647915,0.888289,-0.665392,-0.815966,-0.797043,3.12546,-0.566204,2.48443
7,0.7,-0.294415,-0.827812,-1.46694,1.49019,-0.815213,-0.860025,-0.421136,0.115625,-1.34297,1.98042,-0.0910878,1.16128,-0.519135,-1.44673,-0.0113757,3.12465,-1.20752,3.01847
8,0.8,-0.335093,-0.824127,-1.58959,1.68577,-0.829969,-0.73937,-0.385384,-0.0375407,-1.10122,1.90619,-0.206889,1.23717,0.513872,-1.37585,2.50142,-1.22485,-1.27011,0.485651
9,0.9,-0.370665,-0.834045,-1.68724,1.86881,-0.857108,-0.614192,-0.321849,-0.153148,-0.851605,1.73876,-0.336852,1.25608,0.76147,-0.917022,2.50261,-2.17485,-1.31202,-0.140458
10,1,-0.398676,-0.852953,-1.75992,2.02987,-0.896946,-0.490819,-0.23538,-0.215009,-0.603408,1.4644,-0.454452,1.19607,0.915877,-0.340152,2.37463,-3.12583,-1.00745,-0.96502
11,1.1,-0.417743,-0.875428,-1.80926,2.1607,-0.947016,-0.376319,-0.147277,-0.22803,-0.391032,1.15236,-0.541726,1.09035,0.84106,0.0526966,1.91263,-3.12729,-0.710792,-1.16842
12,1.2,-0.428499,-0.897439,-1.83947,2.26034,-1.00381,-0.273762,-0.0703324,-0.207223,-0.219443,0.840241,-0.583666,0.953412,0.687091,0.352756,1.53183,-3.12935,-0.0552218,-1.64126
13,1.3,-0.432494,-0.915923,-1.85447,2.32875,-1.06065,-0.188007,-0.0141541,-0.15757,-0.0880797,0.527877,-0.530913,0.743367,0.413054,0.648265,1.07099,-3.1327,1.28212,-2.7337
14,1.4,-0.432516,-0.927854,-1.85902,2.36589,-1.10367,-0.130565,0.00675578,-0.0749845,-0.0145514,0.214987,-0.289737,0.36987,0.00155047,1.00643,0.386533,-3.13313,3.61732,-4.82993
15,1.47738,-0.432196,-0.930711,-1.85945,2.37392,-1.11489,-0.116379,7.64904e-18,-6.10103e-17,-7.3541e-18,1.69133e-16,-2.42144e-16,3.04167e-16,-0.118458,0.944847,0.113891,-2.61931,3.75,-4.71054
