index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,-0.156975,-0.963722,-0.892877,0.837484,-0.825889,-1.18542,-0,0,-0,0,0,-0,0,0,0,0,0,0
1,0.1,-0.161393,-0.957824,-0.905376,0.846682,-0.822023,-1.18747,-0.0892272,0.117895,-0.249987,0.184371,0.0782048,-0.0411737,-0.936686,1.17546,-2.49989,1.86469,0.826872,-0.428033
2,0.2,-0.17529,-0.940184,-0.942872,0.874579,-0.809771,-1.19383,-0.192362,0.234544,-0.499921,0.375297,0.170561,-0.0873309,-1.15522,1.15443,-2.49935,1.96813,1.05069,-0.504794
3,0.3,-0.200942,-0.911039,-1.00536,0.922258,-0.78679,-1.20529,-0.328259,0.347363,-0.749789,0.581987,0.297086,-0.144274,-1.62096,1.09104,-2.49916,2.19731,1.54465,-0.647769
4,0.4,-0.243153,-0.871064,-1.09283,0.992104,-0.747966,-1.2233,-0.531899,0.449176,-0.999505,0.823496,0.496939,-0.219759,-2.59855,0.907289,-2.49683,2.72839,2.62367,-0.87981
5,0.5,-0.299653,-0.82999,-1.18688,1.07316,-0.694102,-1.24549,-0.558676,0.345231,-0.820736,0.745503,0.543167,-0.207198,0.340958,-1.34973,2.50352,-1.4342,-0.120599,0.394535
6,0.6,-0.352736,-0.802039,-1.25646,1.14008,-0.641555,-1.26388,-0.491452,0.215699,-0.570906,0.587732,0.495206,-0.157132,1.04124,-1.232,2.50527,-1.76294,-0.886016,0.602617
7,0.7,-0.395105,-0.786249,-1.30105,1.18905,-0.598257,-1.27635,-0.339056,0.104257,-0.320834,0.379942,0.351373,-0.0903287,2.04788,-0.984213,2.50644,-2.45774,-2.04222,0.714359
8,0.8,-0.417023,-0.780238,-1.32063,1.2133,-0.575377,-1.28183,-0.0848061,0.0206676,-0.0716427,0.0928129,0.0891202,-0.0198487,2.85541,-0.695876,2.4122,-3.125,-3.00066,0.668302
9,0.8297,-0.418282,-0.779931,-1.32169,1.21468,-0.574054,-1.28212,1.15238e-16,-2.80839e-17,9.73508e-17,-1.26118e-16,-1.211e-16,2.69711e-17,2.85541,-0.695876,2.4122,-3.125,-3.00066,0.668302
