index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,-0.261647,-1.58251,1.21309,-1.01724,-0.694003,-2.04817,-0,-0,0,-0,0,0,0,0,0,0,0,0
1,0.1,-0.26312,-1.58479,1.21809,-1.01939,-0.692919,-2.04688,-0.0294697,-0.0457044,0.1,-0.0429819,0.0216743,0.025769,-0.294697,-0.457044,1,-0.429819,0.216743,0.25769
2,0.2,-0.26755,-1.59165,1.23309,-1.02583,-0.689663,-2.043,-0.059358,-0.0914601,0.199999,-0.0856495,0.0435822,0.0521297,-0.305905,-0.458428,0.999999,-0.421425,0.222996,0.273522
3,0.3,-0.275041,-1.60309,1.25809,-1.03648,-0.684176,-2.03638,-0.0907312,-0.137405,0.299995,-0.127175,0.0663083,0.0806262,-0.322814,-0.460685,0.999983,-0.407992,0.232169,0.298412
4,0.4,-0.285763,-1.61914,1.29309,-1.05121,-0.676366,-2.02677,-0.124107,-0.183639,0.39999,-0.167009,0.0900879,0.112199,-0.346028,-0.46435,0.999961,-0.387044,0.243944,0.335824
5,0.5,-0.29995,-1.63983,1.33809,-1.0698,-0.666115,-2.0138,-0.160123,-0.230323,0.499983,-0.204319,0.115163,0.148209,-0.375603,-0.469745,0.999953,-0.357105,0.257958,0.387578
6,0.6,-0.317895,-1.66523,1.39309,-1.09195,-0.653286,-1.99693,-0.199349,-0.277676,0.599973,-0.237987,0.141646,0.190316,-0.41047,-0.47795,0.99994,-0.313275,0.272034,0.459035
7,0.7,-0.339945,-1.6954,1.45809,-1.11722,-0.63774,-1.97546,-0.242303,-0.326024,0.69996,-0.266412,0.169487,0.240719,-0.449372,-0.490545,0.99986,-0.248134,0.283496,0.557795
8,0.8,-0.366494,-1.73048,1.53308,-1.14498,-0.619354,-1.94841,-0.289399,-0.375888,0.799943,-0.287103,0.198356,0.302539,-0.493006,-0.509038,0.99998,-0.155421,0.291703,0.690597
9,0.9,-0.397972,-1.77066,1.61807,-1.17426,-0.598056,-1.91443,-0.340898,-0.428082,0.899918,-0.296279,0.227557,0.380122,-0.537951,-0.538056,0.999931,-0.0147211,0.289942,0.876349
10,1,-0.434779,-1.81617,1.71295,-1.20361,-0.573902,-1.87169,-0.394109,-0.480688,0.992993,-0.285781,0.25401,0.476717,-0.469135,-0.449709,0.721561,0.278442,0.199507,1.00058
11,1.1,-0.475358,-1.86513,1.81292,-1.22969,-0.548319,-1.82017,-0.414737,-0.496048,1,-0.231433,0.255372,0.553069,-0.171785,-0.142211,0.000355284,0.649708,-0.0266021,0.810641
12,1.2,-0.517669,-1.91552,1.91292,-1.24929,-0.522988,-1.76055,-0.430862,-0.512382,0.999065,-0.156901,0.250135,0.642036,0.23774,0.271042,-0.919161,1.00085,-0.30738,0.406049
13,1.3,-0.559532,-1.9655,2.00835,-1.25999,-0.499537,-1.69434,-0.406072,-0.488082,0.910814,-0.0570491,0.218627,0.682058,0.300086,0.270863,-0.949348,1.00097,-0.344881,0.318612
14,1.4,-0.598842,-2.01333,2.0953,-1.26071,-0.479302,-1.62417,-0.380731,-0.470279,0.830809,0.0426957,0.18627,0.72254,0.200925,0.0851929,-0.651131,0.999895,-0.300099,0.503609
15,1.5,-0.635906,-2.05946,2.17462,-1.25175,-0.462528,-1.54911,-0.359127,-0.455353,0.757772,0.138604,0.150448,0.774479,0.241247,0.0834358,-0.678527,0.999972,-0.334919,0.442824
16,1.6,-0.670583,-2.10463,2.24702,-1.2329,-0.449198,-1.46951,-0.334496,-0.449041,0.691102,0.238502,0.115965,0.817529,0.243854,0.0382041,-0.644114,0.999996,-0.35143,0.434277
17,1.7,-0.702835,-2.14945,2.31302,-1.20405,-0.439383,-1.38555,-0.310727,-0.448141,0.629662,0.338377,0.0800154,0.862052,0.232731,-0.0181595,-0.58875,1.00005,-0.370478,0.458571
18,1.8,-0.732759,-2.19443,2.37312,-1.16522,-0.433277,-1.29701,-0.287877,-0.452262,0.573127,0.438258,0.0415641,0.909504,0.219228,-0.0736603,-0.527577,1.00009,-0.402998,0.509476
19,1.9,-0.76043,-2.24005,2.4278,-1.1164,-0.431216,-1.20348,-0.265584,-0.460821,0.521341,0.538183,-0.00127716,0.962111,0.226686,-0.0998472,-0.504007,1.00003,-0.460057,0.552842
20,2,-0.785764,-2.28652,2.47735,-1.05784,-0.433762,-1.10472,-0.237496,-0.462206,0.463781,0.623488,-0.050325,1,0.376864,0.167846,-0.723448,0.556611,-0.502187,0.000318012
21,2.1,-0.807654,-2.33188,2.52031,-0.99301,-0.441341,-1.00472,-0.200432,-0.444629,0.397195,0.66995,-0.101761,1,0.369895,0.191702,-0.605268,0.356621,-0.536495,0.000105774
22,2.2,-0.825722,-2.37504,2.5569,-0.924969,-0.454159,-0.905397,-0.157102,-0.408042,0.328566,0.671244,-0.15152,0.963092,0.522146,0.643274,-0.82538,-0.533751,-0.391411,-0.999596
23,2.3,-0.838956,-2.41265,2.58597,-0.860861,-0.47109,-0.814088,-0.10885,-0.344545,0.25612,0.6079,-0.185383,0.863089,0.445689,0.624652,-0.636688,-0.713674,-0.287117,-0.999615
24,2.4,-0.847737,-2.44403,2.60865,-0.803823,-0.490878,-0.732773,-0.0679343,-0.283647,0.199648,0.531322,-0.208524,0.76315,0.370779,0.587945,-0.503429,-0.797162,-0.171171,-0.999637
25,2.5,-0.852784,-2.46952,2.62628,-0.754779,-0.51241,-0.661456,-0.0342521,-0.226842,0.154623,0.449213,-0.220119,0.663206,0.298051,0.541081,-0.405257,-0.82445,-0.0531062,-0.999671
26,2.6,-0.854846,-2.48959,2.63986,-0.713968,-0.53448,-0.600133,-0.00832001,-0.175645,0.118006,0.367452,-0.219131,0.563286,0.216445,0.479152,-0.33237,-0.800416,0.0797089,-1.00281
27,2.7,-0.854722,-2.50486,2.6501,-0.681159,-0.555796,-0.548804,0.00940711,-0.13097,0.0878431,0.289612,-0.204982,0.463287,0.135372,0.412232,-0.274235,-0.750238,0.207077,-0.999844
28,2.8,-0.853245,-2.51602,2.6576,-0.655845,-0.575041,-0.507475,0.0187887,-0.0931986,0.0628741,0.217698,-0.177849,0.363292,0.0538178,0.344382,-0.227307,-0.687628,0.332389,-0.999935
29,2.9,-0.851224,-2.52372,2.66282,-0.63741,-0.590972,-0.476146,0.0204339,-0.0618761,0.0421185,0.152008,-0.13898,0.263294,-0.0184696,0.284152,-0.189625,-0.627633,0.440703,-0.999998
30,3,-0.84937,-2.52857,2.66613,-0.625265,-0.602521,-0.454816,0.0157344,-0.0358357,0.0246019,0.0916572,-0.0906771,0.163294,-0.0721337,0.239533,-0.162633,-0.582071,0.51998,-1.00002
31,3.1,-0.84823,-2.53101,2.66781,-0.618947,-0.608883,-0.443487,0.00648086,-0.0135731,0.00934676,0.0351986,-0.0357037,0.0632925,-0.102395,0.214451,-0.147676,-0.556126,0.564107,-1
32,3.16329,-0.848025,-2.53144,2.66811,-0.617833,-0.610013,-0.441484,-1.71194e-17,3.58539e-17,-2.46898e-17,-9.29784e-17,9.43127e-17,-1.67189e-16,-0.102395,0.214451,-0.147676,-0.556126,0.564107,-1
