index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,-0.264321,-1.58577,1.22458,-1.02483,-0.691826,-2.04012,-0,-0,0,-0,0,0,0,0,0,0,0,0
1,0.1,-0.265709,-1.58813,1.22958,-1.02689,-0.690721,-2.03887,-0.0277755,-0.0472448,0.1,-0.0411909,0.022094,0.0250012,-0.277755,-0.472448,1,-0.411909,0.22094,0.250012
2,0.2,-0.269925,-1.59518,1.24458,-1.03309,-0.687409,-2.0351,-0.057714,-0.093223,0.199996,-0.0833684,0.0441024,0.0512319,-0.335605,-0.438632,0.999985,-0.438321,0.218673,0.282905
3,0.3,-0.277425,-1.60668,1.26957,-1.04362,-0.681896,-2.02851,-0.0916384,-0.137517,0.299988,-0.126245,0.0664736,0.0805172,-0.325942,-0.46127,0.999988,-0.404492,0.232695,0.298116
4,0.4,-0.288254,-1.62275,1.30457,-1.05823,-0.674067,-2.01891,-0.12533,-0.183822,0.399982,-0.165705,0.0903036,0.112064,-0.349266,-0.465222,0.999968,-0.382971,0.244441,0.335663
5,0.5,-0.30258,-1.64347,1.34957,-1.07667,-0.663792,-2.00595,-0.161675,-0.230612,0.499975,-0.202569,0.115426,0.148064,-0.378988,-0.471052,0.999966,-0.352167,0.258427,0.387682
6,0.6,-0.320697,-1.66889,1.40457,-1.09862,-0.650935,-1.9891,-0.201245,-0.278126,0.599966,-0.235685,0.141953,0.190199,-0.414041,-0.479957,0.999962,-0.30695,0.272481,0.459702
7,0.7,-0.342712,-1.6988,1.46887,-1.12337,-0.635523,-1.96787,-0.226075,-0.302115,0.647283,-0.243677,0.157023,0.222416,0.273933,0.464385,-1.04248,0.50574,-0.215624,-0.177138
8,0.8,-0.363948,-1.72678,1.5286,-1.14534,-0.620889,-1.94655,-0.198,-0.257346,0.547288,-0.196462,0.135357,0.202917,0.299448,0.451166,-1.00009,0.453873,-0.225622,-0.226757
9,0.9,-0.382194,-1.75025,1.57833,-1.16279,-0.608505,-1.92751,-0.166369,-0.211818,0.447268,-0.153159,0.112096,0.176875,0.33136,0.458942,-1.00009,0.414006,-0.23875,-0.290875
10,1,-0.397129,-1.76912,1.61805,-1.17611,-0.598504,-1.91138,-0.131929,-0.165506,0.347246,-0.11379,0.0877811,0.144709,0.355808,0.466912,-1.00008,0.374642,-0.246731,-0.349823
11,1.1,-0.408509,-1.78332,1.64778,-1.18567,-0.59097,-1.89874,-0.0953792,-0.118466,0.247245,-0.078049,0.0628286,0.107215,0.373766,0.473739,-1.00006,0.341502,-0.251638,-0.397728
12,1.2,-0.416156,-1.79279,1.6675,-1.19182,-0.58595,-1.89008,-0.057365,-0.0708144,0.147243,-0.0452315,0.0375247,0.0655766,0.385364,0.478925,-1.00004,0.31678,-0.25408,-0.4322
13,1.3,-0.419949,-1.79747,1.67723,-1.19479,-0.583471,-1.88573,-0.0184321,-0.022733,0.0472414,-0.0144507,0.0120444,0.021124,0.390169,0.48121,-1,0.30589,-0.254954,-0.44715
14,1.34724,-0.420385,-1.79801,1.67834,-1.19513,-0.583186,-1.88523,-9.93487e-18,-1.22531e-17,2.5463e-17,-7.78888e-18,6.4919e-18,1.13858e-17,0.390169,0.48121,-1,0.30589,-0.254954,-0.44715
