index,time_from_start,position_0(joint1),position_1(joint2),position_2(joint3),position_3(joint4),position_4(joint5),position_5(joint6),velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,acceleration_0,acceleration_1,acceleration_2,acceleration_3,acceleration_4,acceleration_5
0,0,3.34327,1.69075,-1.25854,0.50892,2.25483,-1.44769,-0,0,-0,0,0,0,0,0,0,0,0,0
1,0.1,3.34227,1.69348,-1.26354,0.509463,2.25524,-1.44515,-0.0200158,0.0544401,-0.1,0.0108665,0.00807198,0.0506669,-0.200158,0.544401,-1,0.108665,0.0807198,0.506669
2,0.2,3.33926,1.70165,-1.27854,0.511063,2.25644,-1.43752,-0.0402659,0.109241,-0.199996,0.020569,0.0159245,0.102613,-0.205794,0.553097,-0.999935,0.080689,0.0754472,0.537428
3,0.3,3.3342,1.71536,-1.30354,0.513459,2.2584,-1.4245,-0.0612222,0.165185,-0.299986,0.026635,0.023047,0.158556,-0.21394,0.566801,-0.999938,0.0375292,0.0663677,0.584885
4,0.4,3.32699,1.73475,-1.33854,0.516214,2.26101,-1.40562,-0.0830838,0.222846,-0.399971,0.0274008,0.0288956,0.220315,-0.224172,0.587688,-0.999905,-0.0260785,0.0499865,0.654664
5,0.5,3.31754,1.76001,-1.38354,0.518691,2.2641,-1.38017,-0.106008,0.283024,-0.499948,0.020671,0.0325616,0.290292,-0.234876,0.617999,-0.999987,-0.113925,0.0212566,0.751045
6,0.6,3.30581,1.79133,-1.43828,0.520011,2.26739,-1.34734,-0.123185,0.328593,-0.568557,0.0037137,0.0309257,0.351859,0.19112,-0.504869,1.0003,-0.218913,-0.124686,-0.385788
7,0.7,3.29447,1.82161,-1.49014,0.519457,2.26989,-1.31427,-0.103197,0.276485,-0.468502,-0.0132058,0.0195895,0.30783,0.207435,-0.535982,1.0003,-0.123228,-0.102142,-0.490308
8,0.8,3.28521,1.84653,-1.53199,0.517667,2.27139,-1.2861,-0.0819989,0.221384,-0.3685,-0.0211976,0.0109207,0.25406,0.216024,-0.565236,1.00028,-0.0400469,-0.0719864,-0.5817
9,0.9,3.2781,1.8658,-1.56384,0.51547,2.27217,-1.26373,-0.0600848,0.163599,-0.268496,-0.0216342,0.00511564,0.191978,0.22123,-0.589563,1.00023,0.0272476,-0.0441885,-0.655922
10,1,3.2732,1.87917,-1.58569,0.513534,2.2725,-1.24792,-0.037798,0.103673,-0.168462,-0.0162919,0.00186016,0.123482,0.223769,-0.607394,1.00016,0.0753836,-0.0219331,-0.709277
11,1.1,3.27054,1.88648,-1.59753,0.512344,2.27261,-1.23918,-0.0153706,0.0422681,-0.0684564,-0.00698727,0.000568685,0.0505878,0.224531,-0.617446,1,0.102069,-0.00830726,-0.738978
12,1.16846,3.27002,1.88793,-1.59988,0.512105,2.27263,-1.23745,2.42738e-17,-6.67516e-17,1.08109e-16,1.10346e-17,-8.98091e-19,-7.98903e-17,0.224531,-0.617446,1,0.102069,-0.00830726,-0.738978
