index,x,y,z,qx,qy,qz,qw,distance_from_prev,cumulative_distance
0,0.768928,-0.381387,0.136004,0.725369,0.625745,0.108843,0.265398,0,0
1,0.768931,-0.378471,0.13601,0.721544,0.629679,0.10796,0.266878,0.00291623,0.00291623
2,0.768934,-0.375555,0.136017,0.717689,0.633598,0.107073,0.268351,0.00291623,0.00583245
3,0.768937,-0.372639,0.136024,0.713803,0.637503,0.10618,0.269817,0.00291623,0.00874868
4,0.76894,-0.369722,0.136031,0.709888,0.641392,0.105282,0.271277,0.00291623,0.0116649
5,0.768943,-0.366806,0.136037,0.705942,0.645266,0.10438,0.27273,0.00291623,0.0145811
6,0.768946,-0.36389,0.136044,0.701968,0.649124,0.103472,0.274176,0.00291623,0.0174974
7,0.768949,-0.360974,0.136051,0.697964,0.652965,0.10256,0.275615,0.00291623,0.0204136
8,0.768952,-0.358058,0.136058,0.693932,0.656789,0.101644,0.277046,0.00291623,0.0233298
9,0.768955,-0.355141,0.136064,0.689871,0.660596,0.100723,0.27847,0.00291623,0.026246
10,0.768957,-0.352225,0.136071,0.685783,0.664384,0.0997969,0.279886,0.00291623,0.0291623
11,0.76896,-0.349309,0.136078,0.681666,0.668155,0.0988668,0.281294,0.00291623,0.0320785
12,0.768963,-0.346393,0.136085,0.677522,0.671906,0.0979324,0.282694,0.00291623,0.0349947
13,0.768966,-0.343476,0.136091,0.673351,0.675638,0.0969937,0.284085,0.00291623,0.037911
14,0.768969,-0.34056,0.136098,0.669153,0.67935,0.0960508,0.285468,0.00291623,0.0408272
15,0.768972,-0.337644,0.136105,0.664928,0.683042,0.0951039,0.286843,0.00291623,0.0437434
16,0.768975,-0.334728,0.136112,0.660678,0.686714,0.0941531,0.288208,0.00291623,0.0466596
17,0.768978,-0.331812,0.136118,0.656402,0.690364,0.0931983,0.289565,0.00291623,0.0495759
18,0.768981,-0.328895,0.136125,0.652101,0.693993,0.0922397,0.290912,0.00291623,0.0524921
19,0.768984,-0.325979,0.136132,0.647775,0.6976,0.0912774,0.292251,0.00291623,0.0554083
20,0.768987,-0.323063,0.136139,0.643424,0.701185,0.0903116,0.293579,0.00291623,0.0583245
